best_fitnesss_mean,best_fitness_std,summed_fitness_mean,summed_fitness_std,cells_filled_mean,cells_filled_std
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_10_latest.pkl,-1,45.28631261563848,-1,1/0/1/1/2/0/2/1/1/2/1/1/2/2/0/2/1/2/2/1/3/1/3/0/3/3/3/3/0/2/2/2/0/3/2/0/2/3/2/3/1/1/1/3/1/2/2/0/3/3/3/3/2/0/1/1/2/3/3/0/2/0/1/3/0/3/3/0/0/3/1/3/1/1/0/3/1/2/2/1/3/0/3/2/3/2/2/1/3/3/1/3/0/1/0/1/2/0/0/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_11_latest.pkl,-1,44.87291380526463,-1,1/1/1/0/1/1/1/2/2/1/2/3/1/2/1/0/3/1/0/0/3/0/2/1/0/3/3/2/1/0/0/2/1/1/2/0/2/0/0/2/3/1/2/3/2/3/0/1/3/1/1/3/3/3/0/2/0/3/1/1/1/1/1/1/1/1/1/0/3/3/3/1/3/3/1/3/1/2/3/1/2/0/3/1/0/2/2/1/2/1/3/3/1/1/3/3/0/1/1/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_12_latest.pkl,-1,38.31563776611668,-1,2/1/2/2/1/1/2/1/1/2/3/2/3/2/0/0/0/0/3/1/0/1/2/2/1/2/2/2/0/3/1/0/0/2/3/1/0/1/2/2/1/1/1/2/1/3/0/2/3/0/0/0/0/2/2/1/3/2/2/0/1/2/3/2/0/1/2/1/1/3/0/1/3/3/3/3/1/3/3/2/2/3/0/1/3/3/1/1/2/0/3/1/2/2/1/0/3/0/3/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_13_latest.pkl,-1,54.30395412653638,-1,1/1/2/2/2/2/3/2/2/2/1/2/0/1/1/1/1/1/0/2/2/0/2/3/2/3/1/2/2/0/0/3/1/2/3/3/2/2/2/3/1/0/3/1/1/3/1/2/0/1/2/1/1/0/3/0/0/1/0/2/1/2/0/3/3/0/3/1/0/3/2/2/0/0/0/0/2/1/1/0/3/3/2/1/0/1/1/1/2/2/3/1/0/0/0/1/3/1/1/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_14_latest.pkl,-1,55.63180147108102,-1,1/2/2/2/1/1/0/2/0/0/2/2/2/1/1/0/1/2/3/0/0/0/1/3/0/0/3/1/2/2/1/0/3/0/3/2/2/1/0/0/2/2/0/0/0/0/0/3/2/0/0/3/0/0/1/0/3/0/0/1/0/2/3/1/1/3/1/0/1/2/3/3/1/1/1/0/3/2/3/0/3/2/2/0/3/3/1/0/2/1/3/3/2/0/2/2/2/2/0/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_15_latest.pkl,-1,51.28217667870618,-1,0/1/1/1/1/1/1/2/1/1/2/0/0/1/3/1/2/3/1/2/0/3/3/0/1/0/1/1/1/1/0/1/3/3/0/0/3/2/2/1/3/2/3/3/0/2/0/1/3/3/2/1/0/2/2/1/3/2/0/2/1/3/2/2/1/2/1/0/3/2/3/2/1/0/0/0/0/1/0/0/1/2/1/3/3/2/2/3/2/2/0/0/1/0/2/1/3/1/1/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_16_latest.pkl,-1,57.194532358222204,-1,1/0/1/1/1/2/1/1/1/2/1/1/3/1/0/2/0/0/0/3/3/0/3/0/0/3/3/3/2/3/1/3/3/3/0/3/2/2/0/3/1/0/3/0/1/0/2/1/0/0/3/1/0/0/1/0/3/0/2/2/0/3/3/0/2/2/0/3/1/2/2/1/2/3/0/3/1/0/2/2/1/3/2/0/1/3/2/1/2/2/2/1/0/2/3/0/3/3/1/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_17_latest.pkl,-1,48.30469631204346,-1,1/1/2/1/2/1/1/0/2/0/2/1/2/0/1/2/3/0/0/1/0/2/1/1/0/0/1/3/3/0/3/3/1/3/1/3/2/2/2/0/0/2/0/1/0/0/2/1/0/0/0/0/2/0/1/1/1/3/1/2/3/2/1/0/0/0/2/0/0/3/3/3/2/0/1/2/1/3/3/1/1/3/2/2/3/1/1/3/0/0/1/1/2/1/2/1/1/0/3/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_18_latest.pkl,-1,53.07310438935008,-1,1/1/1/1/1/3/2/2/1/1/2/2/1/0/2/2/0/1/1/1/0/0/1/3/3/0/1/1/2/3/1/2/2/0/3/0/2/2/2/2/3/1/2/1/0/0/0/3/1/3/3/1/0/2/2/0/0/0/3/1/1/0/3/2/1/2/0/2/2/3/1/3/1/3/0/3/1/0/3/2/1/0/1/0/0/0/1/3/3/0/0/0/3/3/1/0/2/3/1/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment01_19_latest.pkl,-1,43.485523760597914,-1,2/2/2/2/1/2/0/1/1/0/0/1/3/0/2/2/1/3/2/2/0/3/1/2/2/2/2/2/2/2/1/0/3/0/1/3/0/3/2/2/0/0/3/2/3/2/2/0/0/1/1/2/0/0/1/0/1/1/2/3/0/1/1/2/0/3/2/1/3/2/3/3/3/0/1/2/0/3/2/1/3/1/1/0/2/0/3/0/2/2/2/1/2/2/2/2/3/1/0/0
